HMS,StructuredFormula,Temperature,Pressure,crystal_system
R -3 c H,La0.724Ba0.276Mn0.92Sc0.08O3,293,0.101325,trigonal
R -3 c H,La0.73Ba0.27Mn0.9Sc0.1O3,293,0.101325,trigonal
R -3 c H,La0.6Ba0.3Ca0.1Mn1O3,293,0.101325,trigonal
R -3 c H,La0.6Ba0.2Ca0.2Mn1O3,293,0.101325,trigonal
R -3 c H,Pb7.82Ca0.18Mn1Si6O21,293,0.101325,trigonal
R -3 c H,La0.7Sr0.3Mn0.9Ti0.1O3,293,0.101325,trigonal
R -3 c H,La0.7Sr0.3Mn0.8Ti0.2O3,293,0.101325,trigonal
R -3 c H,La0.7Sr0.3Mn0.7Ti0.3O3,293,0.101325,trigonal
P -3 c 1,Sr3.75Ba1.25Ni1Mn3O12,293,0.101325,trigonal
R -3 m H,Ba12Ca3Mo3Mn6O36,293,0.101325,trigonal
R -3 c H,La0.8Sr0.2Mn0.8Fe0.2O3,293,0.101325,trigonal
R -3 c H,La0.7Sr0.3Mn0.7Fe0.3O3,293,0.101325,trigonal
R -3 c H,La0.6Sr0.4Mn0.6Fe0.4O3,293,0.101325,trigonal
R -3 c H,La0.5Sr0.5Mn0.5Fe0.5O3,293,0.101325,trigonal
R -3 m H,Ba5Mn1Na2O12.98V2,293,0.101325,trigonal
R -3 c H,La0.57Pr0.03Sr0.4Mn1O3,293,0.101325,trigonal
R -3 c H,La0.54Pr0.06Sr0.4Mn1O3,293,0.101325,trigonal
R -3 c H,La0.42Pr0.18Sr0.4Mn1O3,293,0.101325,trigonal
R -3 c H,La0.3Pr0.3Sr0.4Mn1O3,293,0.101325,trigonal
R -3 m H,Li1.2Ni0.1Co0.2Mn0.5O2,293,0.101325,trigonal
R -3 m H,Li1Ni0.25Co0.5Mn0.25O2,293,0.101325,trigonal
R -3 c H,La0.55Pr0.1Sr0.35Mn1O3,293,0.101325,trigonal
R -3 c H,La0.8Na0.2Mn0.97Ni0.03O3,293,0.101325,trigonal
R -3 c H,La0.8Na0.2Mn0.94Ni0.06O3,293,0.101325,trigonal
R 3 H,Mg2.8Mn0.1Li0.1Te1O6,295,0.101325,trigonal
R -3 m H,Ba4Y1Mn2.998Cu0.002O11.5,293,0.101325,trigonal
R -3 m H,Ba4Y1Mn2.995Cu0.005O11.5,293,0.101325,trigonal
R -3 m H,Ba4Y1Mn2.99Cu0.01O11.5,293,0.101325,trigonal
R -3 m H,Ba4Y1Mn2.97Cu0.02O11.47,293,0.101325,trigonal
R -3 m H,Ba4Y1Mn2.95Cu0.04O11.45,293,0.101325,trigonal
R -3 m H,Li1Ni0.5Co0.2Mn0.3O2,293,0.101325,trigonal
R -3 c H,La0.8Ba0.1Ca0.1Mn1O3,293,0.101325,trigonal
R -3 c H,Mn1H12O6Si1F6,295,0.101325,trigonal
R -3 m H,Li1.1Mn0.6Co0.8Ni0.6O3,293,0.101325,trigonal
R -3 m H,Na0.8Cu0.18Fe0.3Mn0.52O2,293,0.101325,trigonal
R 3 m H,Na0.8Cu0.18Fe0.3Mn0.52O2,293,0.101325,trigonal
R -3 m H,Na0.85Cu0.18Fe0.3Mn0.52O2,293,0.101325,trigonal
R -3 m H,Na0.9Cu0.18Fe0.3Mn0.52O2,293,0.101325,trigonal
R -3 m H,Li0.94Ni0.8Co0.1Mn0.1O2,293,0.101325,trigonal
R -3 H,Zn1.87Mg0.004Mn0.23Si1O4,293,0.101325,trigonal
R 3 c H,Li0.82Mn0.18Fe0.09Nb0.91O3,298,0.101325,trigonal
R 3 c H,Li0.43Mn0.57Fe0.28Nb0.72O3,298,0.101325,trigonal
R 3 c H,Li0.67Mn0.33Fe0.17Nb0.83O3,298,0.101325,trigonal
R 3 c H,Li0.54Mn0.46Fe0.23Nb0.77O3,298,0.101325,trigonal
R -3 m H,Li0.975Ni0.805Mn0.12Co0.1O2,293,0.101325,trigonal
R -3 m H,Li0.998Ni0.808Mn0.094Co0.1O2,293,0.101325,trigonal
R -3 c H,La0.48Sr0.52Ce0.06Mn0.79O2.55,293,0.101325,trigonal
R -3 m H,Li1.02Ni0.43Mn0.57Cr0.025O2,293,0.101325,trigonal
R -3 c R,La0.9Sr0.1Cr0.5Mn0.5O3,293,0.101325,trigonal
R -3 c H,La0.6Sr0.35K0.05Mn1O3,293,0.101325,trigonal
R -3 c H,La0.6Sr0.3K0.1Mn1O3,293,0.101325,trigonal
R -3 c H,La0.6Sr0.25K0.15Mn1O3,293,0.101325,trigonal
R -3 c H,La0.7Sr0.3Mn0.95Sn0.05O3,293,0.101325,trigonal
R -3 c H,La0.7Sr0.3Mn0.9Sn0.1O3,293,0.101325,trigonal
R -3 c H,La0.7Sr0.3Mn0.85Sn0.15O3,293,0.101325,trigonal
R -3 m H,Ba3La3Mn2W3O18,293,0.101325,trigonal
R -3 c H,La0.7Sr0.3Mn0.97Ti0.03O3,300,0.101325,trigonal
R -3 c H,La0.7Sr0.3Mn0.95Ti0.05O3,300,0.101325,trigonal
R -3 c H,La0.7Sr0.3Mn0.9Ti0.1O3,300,0.101325,trigonal
R -3 c H,La0.7Sr0.3Mn0.85Ti0.15O3,300,0.101325,trigonal
R -3 c H,La0.7Sr0.3Mn0.8Ti0.2O3,300,0.101325,trigonal
R -3 m H,Ba7Y2Mn3Ti2O19.992,293,0.101325,trigonal
R -3 m H,Ba7Y2Mn3Ti2O20,293,0.101325,trigonal
R -3 m H,Li1Ni0.45Mn0.45Al0.1O2,293,0.101325,trigonal
R -3 m H,Li0.5Ni0.45Mn0.45Al0.1O2,293,0.101325,trigonal
R -3 c H,K3.07Li0.93Mn4Mo6O24,293,0.101325,trigonal
R -3 m H,Ba7Ca2Mn3Cr2O20,298,0.101325,trigonal
R -3 m H,Ba7Ca2Mn3V2O20,298,0.101325,trigonal
R -3 m H,Li0.556Ni0.332Co0.327Mn0.338O2,293,0.101325,trigonal
R -3 c H,La0.67Ba0.33Mn0.95Sn0.05O3,293,0.101325,trigonal
R -3 c H,La0.67Ba0.33Mn0.9Sn0.1O3,293,0.101325,trigonal
R -3 c H,La0.67Ba0.33Mn0.85Sn0.15O3,293,0.101325,trigonal
P 31 2 1,Ca2.8Mn1.12Sb3.96Mg0.12O14,293,0.101325,trigonal
R -3 c H,La0.7Sr0.19Hg0.09Mn1O3,300,0.101325,trigonal
R -3 c H,La0.7Sr0.09Hg0.18Mn1O3,300,0.101325,trigonal
R -3 c H,La0.65Eu0.05Ba0.3Mn1O3,293,0.101325,trigonal
R -3 c H,La0.6Eu0.1Ba0.3Mn1O3,293,0.101325,trigonal
R -3 c H,La0.55Eu0.15Ba0.3Mn1O3,293,0.101325,trigonal
R -3 c H,La0.7Sr0.3Mn0.7Cr0.3O3,293,0.101325,trigonal
R -3 c H,La0.6Ca0.4Mn0.1Co0.9O3,293,0.101325,trigonal
R -3 c H,La0.67Pb0.33Mn0.95Co0.05O3,293,0.101325,trigonal
R -3 c H,La0.67Pb0.33Mn0.9Co0.1O3,293,0.101325,trigonal
R -3 c H,La0.67Pb0.33Mn0.85Co0.15O3,293,0.101325,trigonal
R -3 c H,La0.67Pb0.33Mn0.8Co0.2O3,293,0.101325,trigonal
R -3 c H,La0.67Pb0.33Mn0.75Co0.25O3,293,0.101325,trigonal
R -3 c H,La0.67Pb0.33Mn0.7Co0.3O3,293,0.101325,trigonal
R -3 c H,La0.8Pb0.1Na0.1Mn1O3,293,0.101325,trigonal
R -3 H,Cs2Mn1Zr2Mo6O24,293,0.101325,trigonal
P -3 m 1,Cs1Mn0.5Zr0.5Mo2O8,293,0.101325,trigonal
R -3 c H,La0.67Ba0.28K0.05Mn1O3,293,0.101325,trigonal
R -3 c H,La0.67Ba0.23K0.1Mn1O3,293,0.101325,trigonal
R -3 c H,La0.67Ba0.13K0.2Mn1O3,293,0.101325,trigonal
R -3 m H,Li0.932Ni0.87Co0.099Mn0.099O2,293,0.101325,trigonal
R -3 m H,Li1Co0.333Ni0.333Mn0.333O2,293,0.101325,trigonal
R -3 m H,Li0.84Co0.333Ni0.333Mn0.333O2,293,0.101325,trigonal
R -3 m H,Li0.63Co0.333Ni0.333Mn0.333O2,293,0.101325,trigonal
R -3 m H,Li0.58Co0.333Ni0.333Mn0.333O2,293,0.101325,trigonal
R -3 m H,Li0.48Co0.333Ni0.333Mn0.333O2,293,0.101325,trigonal
R -3 H,Zn0.333Mn0.37Mg0.3Ti1O3,293,0.101325,trigonal
R -3 c H,La0.7Pb0.3Mn0.9Co0.1O3,296,0.101325,trigonal
R -3 c H,La0.7Pb0.3Mn0.8Co0.2O3,280,0.101325,trigonal
R -3 H,Li1Mn3Se8O24H6,293,0.101325,trigonal
R 3 c H,Li0.9Ta0.9Mn0.15Mo0.05O3,298,0.101325,trigonal
R 3 c H,Li0.8Ta0.8Mn0.3Mo0.1O3,298,0.101325,trigonal
R 3 c H,Li0.6Ta0.6Mn0.6Mo0.2O3,298,0.101325,trigonal
R 3 c H,Li0.7Ta0.7Mn0.45Mo0.15O3,298,0.101325,trigonal
R -3 m H,Li1Ni0.335Co0.333Mn0.333O1.994,293,0.101325,trigonal
R -3 m H,Li1Ni0.335Co0.333Mn0.333O1.997,293,0.101325,trigonal
R -3 m H,Li1Ni0.335Co0.332Mn0.332O1.996,293,0.101325,trigonal
R -3 m H,Li1Ni0.335Co0.333Mn0.334O1.996,293,0.101325,trigonal
R -3 H,Na1Mn3Se8O24H6,297.11,0.101325,trigonal
R -3 c H,La0.75Sr0.25Cr0.5Mn0.5O3,293,0.101325,trigonal
R -3 m H,Li1Ni0.75Mn0.1Co0.15O2,293,0.101325,trigonal
R -3 m H,Li1Ni0.65Mn0.2Co0.15O2,293,0.101325,trigonal
R -3 m H,Li1Ni0.45Mn0.4Co0.15O2,293,0.101325,trigonal
R -3 c H,La0.57Nd0.1Sr0.33Mn1O3,293,0.101325,trigonal
R 3 c H,Bi0.97Sm0.03Fe0.93Mn0.07O3,293,0.101325,trigonal
R -3 c H,La0.67Pb0.28Ag0.05Mn1O3,293,0.101325,trigonal
R -3 c H,La0.67Pb0.23Ag0.1Mn1O3,293,0.101325,trigonal
R -3 c H,La0.67Pb0.18Ag0.15Mn1O3,293,0.101325,trigonal
R -3 m H,Li0.95Co0.4Ni0.32Mn0.27O2,300,0.101325,trigonal
R -3 c H,La0.57Eu0.1Sr0.33Mn1O3,293,0.101325,trigonal
R -3 c H,La0.47Eu0.2Sr0.33Mn1O3,293,0.101325,trigonal
R -3 c H,La0.37Eu0.3Sr0.33Mn1O3,293,0.101325,trigonal
P -3,Na2Ba1Mn1V2O8,293,0.101325,trigonal
R -3 m H,Li1.24Mn0.53Ni0.07Co0.16O2,293,0.101325,trigonal
R -3 c H,La0.57Nd0.1Sr0.23Mn1O3,293,0.101325,trigonal
R -3 c H,La0.57Nd0.1Sr0.18Mn1O3,293,0.101325,trigonal
R 3 c H,Bi0.92Nd0.08Fe0.9Mn0.1O3,293,0.101325,trigonal
R -3 m H,Li0.26Ni0.5Mn0.3Co0.2O2,293,0.101325,trigonal
R -3 m H,Li0.824Ni0.5Co0.2Mn0.3O2,293,0.101325,trigonal
R -3 m H,Li0.567Ni0.5Co0.2Mn0.3O2,293,0.101325,trigonal
R -3 m H,Li0.54Ni0.5Co0.2Mn0.3O2,293,0.101325,trigonal
R -3 m H,Li0.593Ni0.503Co0.2Mn0.3O2,293,0.101325,trigonal
R -3 m H,Li0.42Ni0.5Co0.2Mn0.3O2,293,0.101325,trigonal
R -3 m H,Li0.34Ni0.5Co0.2Mn0.3O2,293,0.101325,trigonal
R -3 c R,La0.4Sr0.6Mn0.5Ti0.5O3,300,0.101325,trigonal
R -3 c H,La0.7Ca0.2Sr0.1Mn1O3,293,0.101325,trigonal
R -3 c H,La0.7Sr0.3Mn0.85Nb0.15O3,300,0.101325,trigonal
R -3 c H,La0.7Sr0.3Mn0.85Mg0.15O3,300,0.101325,trigonal
R -3 c H,La0.57Eu0.1Sr0.33Mn1O3,293,0.101325,trigonal
R -3 c H,La0.75Sr0.25Mn0.85Cr0.15O3,293,0.101325,trigonal
R -3 c H,La0.75Sr0.25Mn0.8Cr0.2O3,293,0.101325,trigonal
R -3 c H,La0.75Sr0.25Mn0.75Cr0.25O3,293,0.101325,trigonal
R -3 c H,La0.7Sr0.3Mn0.7Ti0.3O3,293,0.101325,trigonal
R -3 c H,La0.75Sr0.1Ca0.15Mn1O3,293,0.101325,trigonal
R -3 c H,La0.67Sr0.1Ca0.23Mn1O3,293,0.101325,trigonal
R -3 m H,Li1Ni0.4Mn0.4Co0.2O2,293,0.101325,trigonal
R -3 m H,Li1Ni0.4Mn0.4Co0.2O2,293,0.101325,trigonal
R -3 m H,Li1Ni0.4Mn0.4Co0.2O2,293,0.101325,trigonal
R -3 m H,Li1Ni0.4Mn0.4Co0.2O2,293,0.101325,trigonal
R -3 m H,Li1Ni0.4Mn0.4Co0.2O2,293,0.101325,trigonal
R -3 m H,Li1Ni0.4Mn0.4Co0.2O2,293,0.101325,trigonal
R -3 m H,Li1Ni0.4Mn0.4Co0.2O2,293,0.101325,trigonal
R -3 m H,Li1Ni0.4Mn0.4Co0.2O2,293,0.101325,trigonal
R -3 c H,La0.7Ba0.2Ca0.1Mn1O3,293,0.101325,trigonal
R -3 m R,Na6Mn1Ti1Si6O18,293,0.101325,trigonal
R -3 H,Mn1Ti1F6H12O6,293,0.101325,trigonal
R -3 m H,K1Mn3Mo2O10H1,298,0.101325,trigonal
R -3 c H,La0.6Sr0.4Fe0.67Mn0.33O2.998,293,0.101325,trigonal
R -3 c H,La0.67Pb0.28Na0.05Mn1O3,293,0.101325,trigonal
R -3 c H,La0.67Pb0.23Na0.1Mn1O3,293,0.101325,trigonal
R -3 c H,La0.67Pb0.18Na0.15Mn1O3,293,0.101325,trigonal
R -3 c H,La0.5Sr0.5Co0.5Mn0.5O3,300,0.101325,trigonal
R -3 c H,La0.4Sr0.6Co0.5Mn0.5O3,300,0.101325,trigonal
R -3 m H,Li0.594Na0.035Mn0.897Ti0.103O2,293,0.101325,trigonal
R -3 m H,Ba2La2Mn1W2O12,293,0.101325,trigonal
R -3 c H,La0.65Ce0.05Sr0.3Mn1O3,293,0.101325,trigonal
R -3 c H,La0.67Sr0.33Mn0.95V0.05O3,293,0.101325,trigonal
R -3 c H,La0.67Sr0.33Mn0.9V0.1O3,293,0.101325,trigonal
R -3 c H,La0.67Sr0.33Mn0.85V0.15O3,293,0.101325,trigonal
R -3 m H,Li1.204Ni0.247Mn0.433Co0.116O2,293,0.101325,trigonal
R -3 c H,La0.8Sr0.2Mn0.9Sb0.1O3,300,0.101325,trigonal
R -3 c R,La0.5Sr0.5Mn0.5Ti0.5O3,293,0.101325,trigonal
R -3 c H,La0.67Ba0.23Ca0.1Mn1O3,293,0.101325,trigonal
R -3 c H,La0.52Dy0.15Pb0.33Mn1O3,293,0.101325,trigonal
R -3 c H,La0.47Dy0.2Pb0.33Mn1O3,293,0.101325,trigonal
R -3 c H,K0.52Mn0.94Zr0.9Mo3O12,293,0.101325,trigonal
R -3 c H,La0.8Ba0.1Ca0.1Mn1O3,295,0.101325,trigonal
P -3 m 1,Fe1.45Mn2.55Si2Sn7O16,298,0.101325,trigonal
P -3 m 1,Fe2.4Mn1.6Si2Sn7O16,298,0.101325,trigonal
P -3 m 1,Fe3.19Mn0.81Si2Sn7O16,298,0.101325,trigonal
R -3 c H,La0.6Gd0.1Sr0.3Mn1O3,295,0.101325,trigonal
R -3 c H,La0.7Ca0.1Pb0.2Mn1O3,295,0.101325,trigonal
R -3 c H,La0.5Sm0.1Sr0.4Mn1O3,293,0.101325,trigonal
R -3 c H,La0.67Ba0.18Zn0.15Mn1O3,293,0.101325,trigonal
R -3 c H,La0.67Ba0.13Zn0.2Mn1O3,293,0.101325,trigonal
P -3 m 1,Ba6Na2Nb2Mn2O17,293,0.101325,trigonal
P -3 m 1,Ba6Na2Ta2Mn2O17,293,0.101325,trigonal
R -3 c H,La0.65Eu0.05Sr0.3Mn1O3.007,293,0.101325,trigonal
R -3 c H,La0.65Eu0.05Sr0.2Mn1O3.098,293,0.101325,trigonal
R -3 c H,La0.65Eu0.05Sr0.15Mn1O3.134,293,0.101325,trigonal
R -3 c H,La0.7Sr0.3Mn0.85Nb0.15O3,300,0.101325,trigonal
R -3 c H,La0.7Sr0.3Mn0.85Mg0.15O3,300,0.101325,trigonal
P -3 m 1,Cu2.826Mn1.174O5.9H5.9Cl2.1,293,0.101325,trigonal
R -3 m H,Li1.21Ni0.27Co0.13Mn0.39O2,293,0.101325,trigonal
R -3 c H,La0.6Pr0.1Sr0.3Mn1O3,293,0.101325,trigonal
R -3 m H,Li1.2Ni0.18Co0.03Mn0.58O2,293,0.101325,trigonal
R -3 c H,La0.72Ba0.23Na0.028Mn1O3,293,0.101325,trigonal
R -3 c H,La0.71Ba0.15Na0.076Mn1O2.97,293,0.101325,trigonal
R -3 c H,La0.7Pb0.3Mn0.8Fe0.2O3,300,0.101325,trigonal
R -3 c H,La0.7Pb0.3Mn0.7Fe0.3O3,300,0.101325,trigonal
R 3 m H,Na0.5796Mn0.65Co0.18Ni0.17O2,293,0.101325,trigonal
R -3 m H,Li1.019Ni0.496Co0.198Mn0.297O2,293,0.101325,trigonal
R -3 m H,Li1.02Ni0.49Co0.196Mn0.294O2,293,0.101325,trigonal
R -3 m H,Li1.029Ni0.485Co0.194Mn0.291O2,293,0.101325,trigonal
R -3 m H,Li1.038Ni0.481Co0.192Mn0.289O2,293,0.101325,trigonal
P -3,Ag2Ba1Mn1V2O8,293,0.101325,trigonal
R -3 c H,La0.5Sr0.5Mn0.5Co0.5O2.97,295,0.101325,trigonal
P -3 m 1,Ba1K2Mn1V2O8,293,0.101325,trigonal
P -3,Ba1Li2Mn1V2O8,293,0.101325,trigonal
P -3 m 1,Ba1Na2Mn1V2O8,293,0.101325,trigonal
P -3,Mn1.206Ca0.06Mg0.01O2.57H0.64,293,0.101325,trigonal
R -3 m H,Li1Ni0.58Co0.25Mn0.17O2,293,0.101325,trigonal
R -3 c H,La0.665Pr0.035Ba0.3Mn1O3,293,0.101325,trigonal
R -3 c H,La0.595Pr0.105Ba0.3Mn1O3,293,0.101325,trigonal
R -3 m H,Li1Ni0.8Co0.1Mn0.1O2,293,0.101325,trigonal
R -3 c H,La0.85Ba0.15Mn0.98Fe0.02O3,293,0.101325,trigonal
R -3 c H,La0.85Ba0.15Mn0.96Fe0.04O3,293,0.101325,trigonal
R -3 c H,La0.85Ba0.15Mn0.94Fe0.06O3,293,0.101325,trigonal
R -3 c H,La0.85Ba0.15Mn0.92Fe0.08O3,293,0.101325,trigonal
R -3 c H,La0.85Ba0.15Mn0.9Fe0.1O3,293,0.101325,trigonal
R -3 c H,La0.85Ba0.15Mn0.85Fe0.15O3,293,0.101325,trigonal
R -3 c H,La0.85Ba0.15Mn0.8Fe0.2O3,293,0.101325,trigonal
R -3 c H,La0.6Ba0.4Mn0.98Fe0.02O3,293,0.101325,trigonal
R -3 c H,La0.6Ba0.4Mn0.96Fe0.04O3,293,0.101325,trigonal
R -3 c H,La0.6Ba0.4Mn0.94Fe0.06O3,293,0.101325,trigonal
R -3 c H,La0.6Ba0.4Mn0.92Fe0.08O3,293,0.101325,trigonal
R -3 c H,La0.6Ba0.4Mn0.9Fe0.1O3,293,0.101325,trigonal
R -3 c H,La0.6Ba0.4Mn0.85Fe0.15O3,293,0.101325,trigonal
R -3 c H,La0.6Ba0.4Mn0.8Fe0.2O3,293,0.101325,trigonal
R -3 c H,La0.7Sr0.3Cu0.1Mn0.9O3,293,0.101325,trigonal
R -3 m H,Li1Ni0.33Mn0.33Co0.33O2,293,0.101325,trigonal
R -3 m H,Mg1.55Mn2.45O6H6Cl2,300,0.101325,trigonal
R 3 c H,Bi0.85Ca0.15Fe0.6Mn0.4O3,300,0.101325,trigonal
R -3 m H,Cu1Cr0.96Mn0.03V0.01O2,293,0.101325,trigonal
P 3,Mn3V0.5Si1O7H2,293,0.101325,trigonal
R -3 c H,La0.67Sr0.33Mn0.95Cr0.05O3,293,0.101325,trigonal
R -3 c H,La0.67Sr0.33Mn0.9Cr0.1O3,293,0.101325,trigonal
R 3 c H,Bi0.9Ca0.1Fe0.6Mn0.4O3,300,0.101325,trigonal
R -3 m H,Li1.2Ni0.16Co0.08Mn0.56O2,293,0.101325,trigonal
R -3 c H,La0.7Sr0.25Nd0.05Mn1O3,293,0.101325,trigonal
R -3 m H,Li1Ni0.8257Co0.15Mn0.05O2,293,0.101325,trigonal
R -3 m H,Li1Ni0.8155Co0.15Mn0.05O2,293,0.101325,trigonal
R -3 m H,Li1.2Co0.135Ni0.12Mn0.54O2,293,0.101325,trigonal
R -3 c H,La0.7Sr0.25Na0.05Mn1O3,293,0.101325,trigonal
R -3 c H,La0.8Sr0.16K0.04Mn1O3,293,0.101325,trigonal
R -3 c H,La0.8Sr0.14K0.06Mn1O3,293,0.101325,trigonal
R -3 c H,La0.8Sr0.12K0.08Mn1O3,293,0.101325,trigonal
R -3 m H,Li1Ni0.8Co0.1Mn0.1O2,293,0.101325,trigonal
R -3 m H,Li1Ni0.8Co0.1Mn0.1O2,293,0.101325,trigonal
R -3 m H,Li1Ni0.8Co0.1Mn0.1O2,293,0.101325,trigonal
R -3 m H,Li1Ni0.8Co0.1Mn0.1O2,293,0.101325,trigonal
R -3 m H,Na1Ni0.2Fe0.35Mn0.45O2,293,0.101325,trigonal
R -3 m H,Li1Ni0.6Co0.2Mn0.2O2,293,0.101325,trigonal
R -3 c H,La0.8Sr0.2Mn0.9Cu0.1O3,293,0.101325,trigonal
R 3 m H,Na0.67Mn0.7Ni0.2Mg0.1O2,293,0.101325,trigonal
R -3 c H,La0.7Sr0.1Ag0.2Mn1O3,293,0.101325,trigonal
R -3 c H,La0.65Sr0.15Ag0.2Mn1O3,293,0.101325,trigonal
R -3 c H,La0.625Sr0.175Ag0.2Mn1O3,293,0.101325,trigonal
R -3 c H,La0.55Sr0.25Ag0.2Mn1O3,293,0.101325,trigonal
R -3 c H,La0.75Bi0.1Na0.15Mn1O3,293,0.101325,trigonal
R -3 c H,La0.65Bi0.2Na0.15Mn1O3,293,0.101325,trigonal
R -3 c H,La0.6Bi0.25Na0.15Mn1O3,293,0.101325,trigonal
R -3 c H,La0.55Bi0.3Na0.15Mn1O3,293,0.101325,trigonal
R -3 m H,Li1Ni0.83Co0.11Mn0.06O2,293,0.101325,trigonal
R -3 c H,La0.7Ba0.15Ca0.15Mn1O3,293,0.101325,trigonal
R -3 c H,La0.7Sr0.3Co0.75Mn0.25O3,293,0.101325,trigonal
R -3 c H,La0.7Sr0.3Co0.5Mn0.5O3,293,0.101325,trigonal
R -3 c H,La0.62Nd0.05Ba0.33Mn1O3,293,0.101325,trigonal
P -3 c 1,Ba2Sn2Mn1Fe10O22,300,0.101325,trigonal
R -3 m R,Mn1.98Al3.72Si8.28O33.66H19.32,293,0.101325,trigonal
R -3 c H,Ca3Co0.95Ni0.05Mn1O6,293,0.101325,trigonal
R -3 c H,Ca3Co0.9Ni0.1Mn1O6,293,0.101325,trigonal
R -3 c H,Ca3Co0.85Ni0.15Mn1O6,293,0.101325,trigonal
R -3 c H,La0.7Nd0.1Sr0.2Mn1O3,293,0.101325,trigonal
R -3 c H,La0.62Nd0.18Sr0.2Mn1O3,293,0.101325,trigonal
R -3 c H,La0.6Nd0.2Sr0.2Mn1O3,293,0.101325,trigonal
R -3 m H,Li0.956Ni0.844Co0.1Mn0.1O2,293,0.101325,trigonal
R 3 c H,Bi0.99Gd0.01Fe0.95Mn0.05O3,293,0.101325,trigonal
R 3 c H,Bi0.99Y0.01Fe0.95Mn0.05O3,293,0.101325,trigonal
R 3 2 H,K6Mn1Mo9O38H12,293,0.101325,trigonal
R -3 c H,La0.5875Er0.0125Sr0.4Mn1O3,293,0.101325,trigonal
R -3 c H,La0.55Er0.05Sr0.4Mn1O3,293,0.101325,trigonal
R -3 c H,La0.5Er0.1Sr0.4Mn1O3,293,0.101325,trigonal
R -3 c H,Ca3Co1Mn0.95Cr0.05O6,293,0.101325,trigonal
R -3 c H,Ca3Co1Mn0.9Cr0.1O6,293,0.101325,trigonal
R -3 c H,Ca3Co1Mn0.85Cr0.15O6,293,0.101325,trigonal
R -3 c H,La1.33Na0.55Mn0.55Ti1.45O6,300,0.101325,trigonal
R -3 c H,La1.33Na0.44Mn0.44Ti1.56O6,300,0.101325,trigonal
R -3 c H,La0.8Sr0.083Mn1O2.783F0.183,293,0.101325,trigonal
R -3 c H,La0.717Sr0.167Mn1O2.583F0.333,293,0.101325,trigonal
R -3 c H,La0.667Sr0.317Mn1O2.383F0.55,293,0.101325,trigonal
R -3 c H,La0.667Sr0.317Mn1O2.333F0.633,293,0.101325,trigonal
R -3 c H,La0.633Sr0.35Mn1O2.183F0.783,293,0.101325,trigonal
R -3 c H,La0.633Sr0.35Mn1O1.967F0.967,293,0.101325,trigonal
R -3 m H,Li1.03Ni0.77Co0.1Mn0.1O2,293,0.101325,trigonal
R -3 c H,La1.33Na0.44Mn0.44Ti1.56O6,293,0.101325,trigonal
R -3 c H,La0.667Ba0.1665Ca0.1665Mn1O3,293,0.101325,trigonal
R -3 m H,Li1Ni0.6Co0.2Mn0.2O2,293,0.101325,trigonal
R -3 c H,La0.6Sr0.4Mn0.9Al0.1O3,293,0.101325,trigonal
R -3 c H,La0.6Sr0.4Mn0.85Al0.15O3,293,0.101325,trigonal
R -3 c H,La0.6Sr0.4Mn0.8Al0.2O3,293,0.101325,trigonal
R -3 m H,Li1Ni0.8Co0.1Mn0.1O2,293,0.101325,trigonal
R -3 m H,Li1.06Mn0.61Fe0.01Ni0.24O2,293,0.101325,trigonal
R -3 m H,Ni0.822Li1Co0.115Mn0.063O2,293,0.101325,trigonal
R -3 c H,La0.7Ca0.26Na0.04Mn1O3,293,0.101325,trigonal
R -3 c H,La0.7Ca0.24Na0.06Mn1O3,293,0.101325,trigonal
R -3 c H,La0.7Ca0.22Na0.08Mn1O3,293,0.101325,trigonal
R -3 c H,La0.7Ca0.2Na0.1Mn1O3,293,0.101325,trigonal
R -3 c H,La0.7Sr0.3Mn0.99Cu0.01O3,293,0.101325,trigonal
R -3 c H,La0.7Sr0.3Mn0.975Cu0.025O3,293,0.101325,trigonal
R -3 c H,La0.7Sr0.3Mn0.96Cu0.04O3,293,0.101325,trigonal
R -3 c H,La0.7Sr0.3Mn0.95Cu0.05O3,293,0.101325,trigonal
R -3 c H,La0.7Sr0.3Mn0.925Cu0.075O3,293,0.101325,trigonal
R -3 c H,La0.7Sr0.3Mn0.9Cu0.1O3,293,0.101325,trigonal
R -3 c H,La0.7Sr0.3Mn0.875Cu0.125O3,293,0.101325,trigonal
R -3 c H,La0.7Sr0.3Mn0.85Cu0.15O3,293,0.101325,trigonal
R -3 c H,La0.7Sr0.3Mn0.9Fe0.1O3,293,0.101325,trigonal
R -3 c H,La0.7Sr0.3Mn0.8Fe0.2O3,293,0.101325,trigonal
R -3 c H,La0.7Sr0.3Mn0.7Fe0.3O3,293,0.101325,trigonal
R -3 c H,La0.67Sr0.33Mn0.99Sn0.01O3,293,0.101325,trigonal
R -3 m H,Li1Ni0.827Co0.0558Mn0.1172O2,293,0.101325,trigonal
R -3 m H,Li1Ni0.8269Co0.0554Mn0.1166O2,293,0.101325,trigonal
R -3 m H,Li1Ni0.826Co0.0551Mn0.1164O2,293,0.101325,trigonal
R -3 m H,Li1Ni0.8234Co0.0553Mn0.1162O2,293,0.101325,trigonal
R -3 c H,La0.57Bi0.1Sr0.33Mn1O3,293,0.101325,trigonal
R -3 c H,La0.47Bi0.2Sr0.33Mn1O3,293,0.101325,trigonal
R -3 c H,La0.37Bi0.3Sr0.33Mn1O3,293,0.101325,trigonal
